SPOT,AGE,SEX,Total accommodation fee,Total transportation cost,Number_of_people,Accommodation
190,5,0,0,1,3,0
192,1,1,78,1,3,1
182,3,1,71,1,3,1
167,5,0,0,1,3,0
199,4,1,0,1,2,0
93,3,0,0,1,2,0
193,1,0,0,1,1,0
118,3,0,60,2,1,1
188,5,0,0,1,2,0
193,5,0,0,1,1,0
202,2,1,141,3,3,1
198,1,0,58,1,1,1
187,4,0,0,1,0,0
177,4,1,106,1,3,1
187,4,1,0,1,2,0
171,3,0,0,1,1,0
193,5,0,0,1,1,0
181,6,1,0,1,3,0
177,2,0,78,1,3,1
178,5,0,0,1,1,0
189,5,0,0,1,1,0
192,2,0,0,1,2,1
198,4,0,0,1,1,1
181,3,1,0,1,3,0
198,6,0,0,1,1,0
53,3,0,0,1,3,0
166,4,1,0,1,1,0
190,5,0,0,1,2,0
188,5,1,0,1,1,0
174,3,0,0,1,2,0
167,5,0,0,1,3,0
50,1,0,0,1,1,1
177,6,0,124,1,3,1
196,5,1,0,1,3,0
190,2,1,0,1,2,0
190,4,0,0,1,2,0
191,5,0,0,1,2,0
188,3,1,0,1,3,0
4,3,0,0,1,3,1
177,1,1,0,1,0,0
195,4,0,0,1,1,0
171,4,1,0,1,2,0
187,3,0,0,1,3,0
190,5,0,0,1,2,0
192,2,1,58,1,1,1
177,4,0,0,1,1,0
198,3,1,0,1,1,1
181,3,0,58,1,1,1
191,5,0,0,1,2,0
92,3,1,0,1,3,0
191,4,0,107,1,2,1
172,3,0,0,1,1,0
187,3,1,82,1,3,1
92,4,0,0,1,1,1
190,4,1,0,1,1,0
62,1,0,82,1,1,1
53,1,1,89,1,3,1
199,5,0,0,1,1,0
177,2,0,78,1,3,1
200,4,0,0,1,1,0
192,1,0,78,1,3,1
190,3,0,0,1,1,0
177,3,1,71,1,1,1
189,5,0,0,1,1,0
191,4,0,0,1,1,0
192,2,1,0,1,3,0
191,2,0,67,1,2,1
177,1,1,71,1,3,1
192,5,0,0,1,1,0
190,5,0,0,1,1,0
173,4,0,0,1,2,1
188,3,1,0,1,3,0
192,1,0,67,1,2,1
180,4,1,0,1,3,0
174,3,1,0,1,3,0
200,4,0,0,1,1,0
53,3,1,82,1,3,1
177,3,0,78,1,3,1
199,5,0,0,1,1,0
198,6,1,0,1,1,0
171,4,0,0,1,2,0
193,5,0,0,1,1,0
193,5,1,0,1,1,0
92,3,1,0,1,2,0
193,2,0,0,1,2,1
192,4,1,0,1,1,1
90,5,0,0,1,1,1
199,3,1,0,1,3,1
171,1,0,0,1,1,0
193,4,0,0,1,3,0
177,1,0,0,1,3,0
188,6,0,82,1,3,1
178,1,1,0,1,1,0
175,6,1,0,1,1,0
199,3,0,0,1,1,0
171,1,0,0,1,1,0
176,4,1,226,2,11,1
92,3,1,124,1,3,1
186,5,0,0,1,1,0
178,1,0,0,1,1,0
178,5,1,0,1,1,0
192,4,1,0,1,3,0
92,2,1,0,1,1,0
192,5,0,0,1,0,0
90,4,1,0,1,1,0
193,1,1,141,1,3,1
171,2,1,0,1,2,0
195,1,0,21,1,1,1
177,4,0,0,1,0,0
94,3,1,0,1,2,0
195,2,0,0,1,2,0
177,5,1,0,1,2,0
189,5,0,0,1,2,0
192,4,0,0,1,2,0
189,5,1,42,1,2,1
196,2,0,0,1,2,0
192,3,1,0,1,2,0
189,4,0,0,1,1,0
200,5,0,0,1,1,0
190,6,0,0,1,1,0
53,2,0,78,1,3,1
105,3,1,166,1,3,1
171,2,0,0,1,1,0
190,3,0,150,1,3,1
169,3,1,134,2,7,1
62,2,0,134,2,3,1
181,1,1,0,1,3,0
171,4,0,0,1,1,0
190,2,1,0,1,3,0
191,3,0,78,1,3,1
187,2,0,0,1,0,0
187,2,1,0,1,2,0
191,4,1,0,1,3,0
40,1,0,58,1,1,1
189,4,0,0,1,1,0
53,1,0,89,1,3,1
181,5,0,0,1,1,0
190,3,0,0,1,1,0
189,5,0,0,1,1,0
187,6,0,0,1,4,0
190,5,1,125,1,5,1
53,3,1,79,1,2,1
188,4,0,0,1,1,0
171,4,1,0,1,3,0
187,5,0,0,1,4,0
188,4,1,0,1,3,0
175,3,1,0,1,0,1
176,5,0,124,2,1,1
171,1,1,0,1,1,0
198,1,0,0,1,1,0
208,3,0,0,1,2,1
177,4,1,0,1,2,1
91,2,1,58,1,1,1
94,1,0,0,1,0,1
53,5,0,141,2,1,1
171,1,0,0,1,0,0
179,5,1,0,1,1,0
178,1,1,0,1,1,0
185,3,0,0,1,2,0
192,4,0,139,1,4,1
165,3,1,0,1,3,0
201,2,0,193,2,1,1
183,1,1,0,1,2,0
185,4,0,0,1,1,0
179,5,0,0,1,2,0
171,3,0,0,1,3,0
169,4,1,0,1,14,0
201,5,1,134,3,3,1
176,6,0,0,1,3,0
192,1,0,71,1,3,1
174,2,0,0,1,3,0
179,1,0,0,1,1,0
178,4,0,0,1,3,1
198,3,0,58,1,3,1
183,4,0,150,1,4,1
175,3,1,58,1,3,1
182,4,1,0,1,1,0
177,5,1,58,1,1,1
185,3,0,0,1,1,0
180,4,0,0,1,1,0
177,2,0,67,1,1,1
179,4,1,0,1,1,0
182,3,1,0,1,3,0
165,1,0,0,1,1,0
198,2,1,67,1,2,1
167,1,0,0,1,3,0
185,4,0,0,1,1,0
173,4,1,0,1,1,0
176,3,0,0,1,2,0
180,5,1,0,1,1,0
175,1,0,0,1,3,0
169,3,1,0,1,2,0
169,4,0,0,1,1,0
180,1,0,0,1,3,0
29,3,0,0,1,2,1
175,4,1,0,1,5,0
167,1,0,0,1,1,0
184,3,1,0,1,3,0
179,4,0,0,1,1,0
180,5,0,0,1,3,0
173,2,0,0,1,1,0
182,1,1,0,1,1,0
183,2,1,124,1,3,1
182,4,1,0,1,1,1
198,4,0,0,1,3,0
166,3,0,21,1,3,1
176,4,1,0,1,1,0
173,1,0,0,1,2,0
192,2,0,0,1,3,0
189,4,1,67,1,3,1
167,4,0,0,1,2,0
167,3,1,0,1,3,0
192,1,1,78,1,3,1
177,1,0,78,1,3,1
174,3,1,0,1,0,0
182,2,0,0,1,3,0
185,2,0,0,1,2,0
118,3,1,58,1,1,1
183,4,0,58,1,3,1
185,1,0,58,1,3,1
92,4,1,0,1,1,0
12,2,0,0,2,3,0
199,4,1,0,1,3,0
62,2,1,0,2,2,0
189,3,0,0,1,1,0
183,5,0,0,1,3,0
183,5,1,0,1,2,0
173,2,1,0,1,2,0
167,4,0,0,1,3,0
184,1,0,0,1,4,0
184,2,0,0,1,3,0
193,2,1,58,1,1,1
187,3,1,0,1,1,0
178,3,0,0,1,4,0
177,3,1,71,1,3,1
175,4,1,0,1,3,0
202,2,1,183,3,1,1
173,3,0,0,1,1,0
183,3,0,67,1,3,1
180,1,1,0,1,1,0
123,1,1,58,2,1,1
185,5,1,0,1,1,0
165,4,1,0,1,3,0
182,1,0,0,1,1,0
92,4,1,0,1,1,0
199,1,1,0,1,3,0
192,2,0,0,1,3,0
62,4,1,124,2,3,1
123,5,0,0,2,3,0
123,3,1,0,2,3,0
174,5,0,0,1,1,1
172,5,1,0,1,1,0
167,4,0,0,1,2,0
200,1,1,0,1,3,0
55,5,0,0,1,3,0
56,3,0,0,1,3,0
202,4,0,204,3,3,1
53,3,0,0,1,3,0
55,4,0,0,1,3,0
53,3,1,120,2,7,1
83,4,1,82,1,1,1
168,5,0,0,1,3,0
122,1,1,82,2,1,1
168,6,0,0,1,1,0
193,3,0,0,1,1,0
169,4,0,0,1,1,0
59,6,1,0,1,3,1
187,3,1,0,1,3,0
175,2,0,0,1,1,0
132,4,1,0,1,0,1
185,5,0,106,1,3,1
195,3,0,0,1,3,1
182,2,1,0,1,3,1
166,4,0,58,1,1,1
168,1,0,0,1,3,0
62,3,0,0,1,3,0
59,2,0,0,1,3,0
186,3,0,0,1,3,0
172,5,0,0,1,1,1
167,1,0,58,1,1,1
180,3,0,58,1,3,1
183,5,0,0,1,1,0
202,2,1,173,4,3,1
166,4,0,0,0,3,0
169,3,1,0,1,1,0
175,2,1,0,1,3,0
175,0,0,0,1,3,1
63,2,1,0,1,2,0
53,2,0,0,1,0,1
188,3,0,0,1,4,0
55,5,0,0,1,3,0
166,5,1,0,1,1,0
49,4,0,124,1,1,1
166,3,1,0,1,1,0
68,1,0,82,1,1,1
167,4,0,0,1,2,0
174,5,0,0,1,2,0
169,1,0,0,1,3,0
202,3,1,202,3,3,1
166,5,1,0,1,1,0
171,3,1,37,1,3,1
208,4,1,106,2,3,1
56,1,1,0,1,3,0
169,2,0,0,1,1,0
56,3,1,82,1,3,1
169,5,0,0,1,3,0
92,4,1,0,1,2,0
202,3,1,124,3,3,1
175,5,1,0,1,2,0
219,4,0,25,2,1,1
59,4,0,0,1,3,0
53,3,0,0,1,3,0
63,3,1,127,1,7,1
53,1,0,118,1,3,1
56,5,0,0,1,3,0
53,3,1,0,1,3,0
202,3,0,0,1,3,1
53,2,0,0,1,1,0
192,3,0,0,1,3,0
93,2,1,0,1,2,0
62,5,0,99,1,1,1
169,2,0,0,1,2,0
169,4,0,0,1,1,0
186,4,1,82,1,1,1
165,5,0,0,1,2,0
168,3,1,0,1,1,0
169,4,1,0,1,2,0
193,3,1,0,1,2,0
173,3,0,0,1,1,0
168,4,1,11,1,1,1
192,3,0,0,1,3,0
169,3,1,0,1,1,0
167,1,0,0,1,1,0
180,4,1,10,2,1,1
53,5,0,0,1,1,0
175,3,0,0,1,3,0
192,2,1,0,1,3,0
171,2,0,0,1,3,0
188,3,1,0,2,2,0
220,4,0,0,1,1,0
166,5,0,0,1,1,0
175,4,1,0,1,1,0
63,1,0,0,1,2,0
174,3,1,0,1,3,0
53,5,1,44,1,1,1
166,5,1,0,1,1,0
208,3,0,8,1,3,1
187,2,0,42,1,2,1
166,6,0,0,1,3,0
175,4,0,0,1,3,0
12,2,0,120,2,1,1
18,5,1,141,2,3,1
105,3,0,0,1,3,1
186,3,0,106,1,3,1
30,4,0,0,2,1,0
171,3,1,0,1,0,1
168,2,1,0,1,2,0
177,6,0,0,1,3,0
202,2,0,141,3,1,1
156,5,1,0,1,0,1
174,4,0,0,1,3,0
127,4,1,0,1,0,1
123,3,1,0,1,1,1
166,4,0,0,1,3,0
40,5,0,25,1,1,1
168,5,1,0,1,3,0
174,2,0,0,1,3,0
186,6,0,0,0,3,1
40,3,0,82,1,1,1
168,3,1,0,0,3,0
190,5,0,0,1,2,1
202,1,0,141,3,3,1
166,1,0,25,1,1,1
90,3,0,0,2,0,0
177,3,1,0,1,1,0
201,2,0,88,2,2,1
134,5,1,0,2,1,1
190,4,0,82,1,3,1
168,4,0,0,1,1,0
169,2,0,0,1,2,0
166,2,0,0,0,3,0
177,1,0,0,1,1,0
192,2,1,82,1,1,1
182,4,1,0,1,1,0
123,1,0,89,2,1,1
169,3,1,0,1,3,0
193,4,0,0,1,1,0
132,5,0,0,2,0,1
198,1,1,41,1,3,1
183,4,0,146,2,5,1
63,3,0,0,1,2,0
174,5,0,0,1,2,0
63,5,1,0,1,1,0
169,4,1,0,1,2,0
167,3,1,0,1,3,0
193,1,0,0,1,3,0
156,3,0,0,2,3,1
123,1,1,82,1,1,1
178,5,0,0,1,1,0
169,4,1,0,1,1,0
198,2,0,0,1,2,0
177,1,0,0,1,1,0
40,2,1,58,1,0,1
185,6,0,124,1,3,1
174,3,0,0,1,3,0
94,5,0,0,1,1,1
171,3,0,0,1,2,0
172,2,0,0,1,3,0
174,4,1,0,1,3,0
177,1,1,0,1,3,0
161,5,0,0,1,0,1
169,4,0,0,1,3,0
190,4,1,0,1,0,1
123,2,1,0,2,1,0
177,5,0,0,1,3,0
174,0,1,0,0,3,0
192,1,0,41,1,1,1
177,2,0,0,1,1,0
198,6,0,0,1,3,0
40,3,1,141,1,3,1
177,4,1,0,1,1,1
177,1,0,0,0,3,0
55,4,0,0,0,1,1
169,5,0,0,0,1,1
49,4,1,0,1,1,0
49,4,0,0,0,3,0
177,5,1,0,1,3,0
195,3,1,0,1,1,1
186,2,0,99,1,1,1
202,2,1,0,0,2,1
166,2,0,0,1,2,0
171,6,1,0,0,3,0
198,2,0,0,1,1,0
174,2,1,0,0,2,0
59,3,0,64,1,2,1
90,3,1,0,1,0,0
179,4,1,0,0,3,1
177,2,1,0,1,1,0
174,1,0,0,1,1,0
91,3,1,0,1,2,1
135,1,1,0,1,0,1
90,1,0,0,1,2,1
168,3,1,0,1,1,0
169,5,0,0,1,1,0
202,4,1,0,0,35,1
59,2,1,78,1,3,1
227,4,1,0,1,1,0
177,1,1,0,1,1,0
190,2,1,0,1,1,0
82,5,1,0,1,1,1
26,3,1,0,1,1,0
174,4,0,0,1,3,0
181,3,0,0,0,5,1
168,4,1,0,1,1,1
202,5,1,0,0,30,1
182,6,0,0,0,4,0
177,4,0,82,1,3,1
192,2,0,99,1,3,1
94,3,1,0,1,0,0
201,5,0,0,0,28,1
40,0,1,0,1,0,1
166,1,0,0,0,1,0
174,3,0,0,1,0,1
49,4,0,67,1,3,1
177,4,1,0,1,0,0
169,3,0,0,1,3,0
53,1,0,0,1,1,0
168,3,1,0,1,3,0
177,1,1,0,1,3,0
166,4,1,0,1,1,0
174,3,0,0,1,3,0
172,4,1,0,1,3,1
201,4,0,175,3,5,1
177,4,0,0,2,3,1
166,2,0,0,0,3,0
182,4,1,0,0,2,1
174,4,0,0,1,3,0
195,3,1,0,1,3,1
187,2,0,0,1,1,0
177,1,0,0,1,1,0
172,3,0,0,2,2,1
202,2,1,0,0,1,1
177,1,1,0,1,3,0
53,2,0,0,0,3,1
166,4,1,0,1,4,0
19,4,0,0,2,1,1
177,2,1,0,1,3,0
92,1,1,0,1,2,0
191,3,0,106,1,3,1
177,6,1,0,1,2,0
172,2,0,0,0,3,1
186,3,0,0,1,3,0
201,1,0,141,3,3,1
166,3,1,0,1,3,0
185,4,1,0,0,3,1
146,1,1,5,1,1,1
177,4,1,0,1,0,0
169,3,1,0,1,1,0
92,4,0,67,1,0,1
174,5,1,0,1,3,0
174,1,0,0,1,1,0
177,1,1,0,1,3,0
165,4,1,58,1,3,1
170,3,0,0,1,0,1
177,5,0,58,1,3,1
186,4,0,0,1,3,0
198,3,0,49,1,3,1
171,2,0,0,1,2,0
169,5,0,0,1,1,0
191,2,0,0,1,3,0
118,1,1,41,1,3,1
181,4,0,0,1,1,0
183,2,1,82,1,1,1
175,5,0,0,1,3,0
174,3,1,0,1,2,0
171,4,1,0,1,2,0
177,3,0,107,1,7,1
172,5,1,0,1,3,0
40,1,0,0,1,1,0
176,4,1,0,1,3,0
191,2,0,0,1,1,0
172,5,0,0,1,3,0
89,5,1,0,1,2,0
181,4,1,0,1,3,0
178,3,1,0,1,3,0
193,4,0,0,1,1,0
186,1,1,0,1,1,0
178,4,1,0,1,2,0
212,5,0,0,1,1,0
190,1,0,71,1,1,1
177,2,1,0,1,1,0
175,3,0,30,1,1,1
191,1,1,0,1,1,0
177,2,0,0,1,1,0
171,4,1,0,1,1,0
177,3,0,107,1,2,1
92,2,1,0,1,1,0
177,1,0,41,1,0,1
177,2,1,0,1,0,0
184,3,0,0,1,1,0
180,5,1,0,1,3,0
176,3,0,0,1,1,0
63,2,1,0,1,1,0
183,2,0,82,1,3,1
171,0,0,0,1,3,0
179,3,1,0,1,4,0
185,4,0,0,1,3,0
167,1,1,0,1,1,0
183,1,0,0,1,1,0
192,6,1,0,1,3,0
171,5,0,0,1,1,0
169,5,1,26,1,2,1
180,4,1,0,1,3,1
182,3,1,0,1,3,0
176,5,0,0,1,2,0
53,2,0,41,1,1,1
172,2,1,0,1,1,0
202,1,0,141,3,2,1
172,2,0,0,1,1,0
193,1,1,0,1,2,0
181,4,1,0,1,3,0
167,2,1,0,1,3,0
107,4,0,67,1,2,1
68,2,0,30,1,0,1
199,5,1,0,1,2,0
193,3,0,0,1,1,0
181,4,1,0,1,2,0
68,2,0,0,1,1,0
193,4,1,0,1,3,0
165,3,0,0,1,2,0
202,2,0,0,2,1,0
177,2,1,82,1,1,1
93,1,0,0,1,1,0
93,2,1,0,1,2,0
177,2,0,0,1,2,0
200,2,0,58,1,1,1
171,3,1,0,1,3,0
181,4,1,0,1,2,0
171,2,0,99,2,1,1
177,1,0,0,1,1,0
172,2,1,0,1,0,0
182,3,1,0,1,3,0
171,4,0,0,1,1,0
180,3,1,0,1,4,0
174,1,1,0,1,1,0
184,1,0,30,2,1,1
172,3,0,0,1,1,0
192,3,0,82,1,3,1
175,3,1,0,1,2,0
169,3,0,0,1,2,0
168,4,1,0,1,2,0
183,5,0,82,1,1,1
53,1,1,82,1,1,1
171,5,1,0,1,1,0
168,2,1,0,1,3,0
177,1,0,0,1,1,0
178,5,1,0,1,2,0
180,3,0,0,1,1,0
180,2,1,0,1,1,0
179,4,0,0,1,1,0
179,3,1,0,1,3,0
169,4,0,0,1,2,0
165,4,1,0,1,2,0
93,1,0,0,1,2,0
177,3,1,58,1,1,1
141,4,0,63,2,3,1
92,4,0,0,1,1,0
191,1,1,57,1,2,1
181,1,0,0,1,1,0
181,2,1,0,1,1,0
94,1,0,0,1,0,0
179,4,0,0,1,1,0
171,2,0,0,1,2,0
184,3,0,0,1,1,0
184,3,1,0,1,3,0
172,2,1,0,1,1,0
201,3,0,141,3,1,1
181,4,1,0,1,2,0
173,3,0,0,1,2,0
181,5,0,0,1,6,0
171,2,0,0,1,0,0
177,2,1,0,1,0,0
182,1,0,0,1,1,0
187,3,0,0,1,3,0
175,3,1,0,1,3,0
193,1,1,0,1,2,0
166,5,0,0,1,3,0
92,4,0,0,1,0,0
94,1,1,0,0,18,1
198,0,0,58,1,3,1
171,4,1,0,1,1,0
202,2,0,78,2,1,1
169,3,1,0,1,1,0
166,3,0,0,0,2,1
176,4,0,0,0,3,1
175,2,0,0,1,0,0
202,5,1,183,3,3,1
90,1,1,0,1,0,1
179,0,0,0,1,1,1
175,3,0,0,1,3,0
92,1,1,0,1,1,0
167,3,1,0,1,2,0
53,4,1,0,1,2,0
208,5,0,0,1,1,1
167,5,1,0,1,1,0
18,4,1,91,1,3,1
174,2,1,0,1,1,0
175,3,0,0,1,2,0
171,4,1,0,1,3,1
182,3,0,82,1,3,1
198,1,0,30,1,1,1
176,2,1,25,1,1,1
177,0,1,0,1,2,0
190,5,0,0,1,1,0
166,4,0,0,1,3,0
177,3,1,106,1,3,1
53,4,0,0,2,3,0
63,2,1,0,1,2,0
53,4,1,0,1,3,0
191,2,0,67,1,4,1
191,1,0,67,1,3,1
174,2,1,58,1,1,1
190,2,0,58,1,1,1
174,4,0,0,1,3,0
175,3,0,0,1,3,0
167,3,1,0,1,3,0
165,2,1,0,1,2,0
175,5,1,0,1,0,0
175,2,0,0,1,0,0
177,4,0,0,1,1,0
181,4,0,0,1,2,0
171,1,0,0,1,3,0
174,4,1,0,1,1,0
185,4,0,0,1,1,0
178,2,0,41,1,3,1
177,3,0,0,1,3,0
83,1,1,118,1,3,1
192,1,0,0,1,3,0
177,2,1,0,1,2,0
175,3,0,0,1,3,0
171,4,0,0,1,2,0
175,4,1,0,1,3,0
202,5,0,186,3,8,1
166,4,0,0,1,1,1
63,5,1,0,1,1,0
177,1,0,0,1,1,0
182,5,1,106,1,1,1
201,2,1,141,2,2,1
132,1,1,0,1,0,1
59,3,0,71,1,3,1
166,4,0,0,0,3,1
204,5,0,0,0,28,0
175,4,1,0,1,3,0
49,3,1,0,0,5,1
175,4,0,0,1,3,0
89,4,0,0,2,0,1
174,2,1,0,1,1,1
175,2,0,0,1,3,0
169,3,0,0,1,2,0
175,5,0,0,1,1,0
190,3,1,0,1,3,1
175,4,0,0,1,3,0
175,4,0,0,1,3,0
90,4,1,0,1,1,1
201,3,0,106,3,1,1
63,3,0,0,1,1,0
167,4,0,0,1,1,0
169,2,1,0,1,1,0
175,4,1,0,1,1,0
63,2,0,0,1,2,0
169,1,0,0,1,1,0
56,4,0,0,1,1,0
63,2,0,0,1,1,0
53,4,1,0,1,3,0
185,1,0,0,1,2,1
177,2,0,0,1,2,1
172,3,0,0,1,3,0
172,2,1,0,1,0,0
191,1,0,0,1,2,0
177,4,1,0,1,2,0
181,4,0,0,1,3,0
198,1,1,0,1,1,0
198,4,0,0,1,1,0
170,2,0,0,1,0,0
182,2,1,0,1,1,0
187,3,0,0,1,3,0
92,6,0,0,1,1,0
203,5,0,0,1,1,0
185,4,0,0,1,1,0
179,4,1,0,1,3,0
173,1,0,0,1,1,0
177,4,0,41,1,1,1
184,1,1,0,1,1,0
173,1,1,0,1,0,0
193,4,1,0,1,2,0
176,3,1,0,1,3,0
167,5,0,0,1,2,0
165,4,0,0,1,3,0
173,2,1,0,1,3,0
167,4,0,0,1,2,0
177,1,0,0,1,2,0
202,3,0,221,4,3,1
98,5,1,41,1,1,1
177,3,1,67,1,2,1
68,4,1,82,1,0,1
181,4,1,0,1,2,0
176,3,1,37,1,3,1
193,5,0,0,1,2,0
181,3,0,0,1,0,0
172,4,1,0,1,1,0
202,2,0,183,4,1,1
173,5,1,0,1,1,0
169,5,1,0,1,2,0
190,4,1,0,1,2,0
173,4,0,0,1,3,0
181,3,1,0,1,2,0
192,5,1,0,1,1,1
172,6,0,0,1,2,0
169,4,1,0,1,1,0
200,2,0,0,1,2,1
65,5,0,121,1,6,1
63,3,0,120,1,3,1
192,4,1,0,1,3,0
93,1,0,0,1,1,0
181,4,0,0,1,2,0
171,5,1,0,1,4,0
181,3,1,0,1,1,0
177,4,1,67,1,3,1
193,5,0,0,1,2,0
63,5,1,0,1,3,0
192,3,0,0,1,3,0
168,2,1,0,1,2,0
63,4,0,0,1,3,0
182,5,0,0,1,1,0
169,1,0,0,1,1,0
177,4,0,58,1,1,1
177,4,0,0,2,1,0
171,4,1,0,1,1,0
169,3,1,74,1,2,1
63,3,0,0,1,2,0
208,3,1,67,1,2,1
178,2,0,0,1,1,0
177,3,1,82,2,3,1
169,5,1,0,1,1,0
169,6,0,0,1,2,0
192,5,0,0,1,3,0
192,1,1,0,1,3,0
55,2,1,0,1,0,0
192,2,1,67,1,2,1
174,5,0,0,1,1,0
177,3,0,82,1,3,1
187,4,0,0,1,1,0
174,6,0,0,1,3,0
169,6,1,0,1,3,0
175,2,1,0,1,0,0
63,5,1,0,1,1,0
181,6,1,0,1,1,0
169,5,0,0,1,1,0
181,1,1,0,1,1,0
171,6,0,0,1,4,0
53,4,0,99,1,1,1
92,5,0,0,1,2,0
169,4,1,0,1,2,0
170,4,0,0,1,0,0
94,3,1,0,1,3,1
175,1,0,0,1,1,0
171,4,0,0,1,2,0
122,1,0,82,1,1,1
171,5,0,0,1,3,0
4,4,0,175,2,3,1
53,5,0,0,2,3,0
198,1,1,193,2,7,1
63,3,0,0,1,3,0
191,2,1,0,1,2,0
174,4,0,0,1,5,0
177,1,1,141,1,1,1
199,5,1,0,1,3,0
208,6,0,0,1,3,0
198,3,1,0,1,3,0
174,1,0,0,1,1,0
175,6,1,0,1,2,0
193,4,0,0,1,2,0
171,2,1,0,1,1,0
117,4,0,183,2,3,1
202,1,0,131,2,1,1
165,4,1,0,1,1,0
175,5,1,0,1,1,0
171,6,0,0,1,1,0
171,5,0,0,1,2,0
193,3,0,0,1,3,0
171,2,0,0,1,1,1
172,4,0,67,1,1,1
177,4,0,41,1,1,1
174,5,0,0,1,1,0
192,1,1,0,1,3,0
53,3,0,134,2,3,1
177,5,0,0,1,3,0
186,3,1,124,1,3,1
177,1,1,0,1,2,0
175,5,1,0,1,1,0
53,5,0,150,1,3,1
172,5,0,0,1,1,0
68,4,0,82,1,2,1
175,4,1,0,1,1,0
177,1,1,0,1,1,0
176,3,0,99,1,3,1
171,5,1,0,1,1,0
208,3,0,114,2,3,1
10,2,1,123,2,2,1
63,4,0,0,1,1,0
93,5,1,0,1,1,0
177,1,0,0,1,1,0
29,4,0,0,2,0,0
175,2,1,0,1,3,0
192,5,0,0,1,3,0
147,4,1,0,2,1,1
175,4,0,0,1,3,0
168,3,0,0,1,3,0
123,2,1,141,1,1,1
167,3,1,36,1,2,1
187,4,1,0,1,2,0
179,5,0,0,1,2,0
170,4,0,0,1,3,0
175,5,1,0,1,1,0
169,2,0,58,1,3,1
171,1,1,0,1,1,0
187,5,1,0,1,1,0
168,5,1,0,1,2,0
176,3,0,0,1,2,1
169,4,0,67,1,3,1
177,4,1,0,1,1,0
175,5,0,0,0,3,0
175,5,1,0,1,1,0
169,3,1,0,1,3,0
186,4,0,0,1,3,0
175,6,1,0,1,5,0
182,2,0,0,1,1,0
171,4,0,25,1,5,1
193,4,0,0,1,1,0
93,1,0,0,1,3,0
175,6,1,0,1,0,0
182,3,1,0,1,3,0
182,4,0,106,1,1,1
174,4,1,0,1,1,1
169,3,0,0,1,3,0
167,2,0,71,1,3,1
169,3,0,0,1,3,0
174,4,0,0,1,1,0
192,1,1,71,1,3,1
171,3,1,0,1,3,0
192,4,1,0,1,1,0
28,5,0,0,2,2,1
199,4,1,0,2,3,0
53,5,0,124,2,3,1
55,4,0,37,2,3,1
175,3,1,0,1,0,0
175,4,1,0,1,1,0
168,3,0,0,1,0,0
177,1,0,0,1,3,1
92,5,0,0,1,1,1
174,5,1,0,1,1,0
177,1,1,58,1,1,1
185,5,1,0,1,3,0
175,4,0,0,1,1,0
63,3,0,0,1,3,0
208,2,1,133,1,3,1
62,5,0,0,1,7,0
198,3,0,78,1,3,1
177,6,1,0,1,3,0
192,1,0,82,1,3,1
177,4,0,0,1,1,0
182,5,0,0,1,1,0
201,3,1,30,2,18,1
166,6,0,0,1,3,0
168,1,0,0,1,1,0
175,5,0,0,1,3,0
177,3,1,0,1,3,0
202,2,0,57,2,2,1
191,2,0,58,1,3,1
167,5,0,0,1,1,1
175,5,0,0,1,1,0
181,4,1,0,1,4,0
180,3,0,0,1,0,1
198,4,0,0,1,2,0
169,4,1,0,1,1,0
176,2,0,0,1,2,0
169,5,0,0,1,2,0
165,4,0,0,1,2,0
177,1,1,49,1,2,1
176,5,0,0,1,3,0
175,3,0,0,1,2,0
168,4,1,0,1,2,0
172,5,1,0,1,3,0
119,6,0,0,0,39,1
175,5,1,0,1,0,0
180,5,0,57,1,2,1
105,3,0,0,1,1,0
166,1,0,0,1,2,0
169,2,1,0,1,1,0
175,5,0,0,1,1,0
169,3,0,0,1,3,0
168,4,0,0,1,3,0
168,1,0,0,1,2,0
169,5,0,0,1,1,0
182,2,0,0,1,2,0
166,6,0,0,1,1,0
182,6,1,0,1,1,0
93,3,0,0,1,1,0
174,4,1,0,1,1,1
167,3,1,0,1,1,0
184,3,0,0,1,1,0
182,4,0,0,1,1,0
174,5,0,0,1,1,0
63,3,1,0,1,3,0
10,2,1,0,2,2,0
182,2,0,0,1,2,0
171,3,1,0,1,3,0
92,5,0,0,1,2,0
167,5,1,0,1,3,0
165,2,1,0,1,2,0
174,4,1,0,1,2,0
169,5,0,48,1,3,1
169,4,0,0,1,2,0
175,3,0,26,1,2,1
165,2,0,0,1,1,0
184,4,0,0,1,3,0
179,3,1,0,1,2,0
174,3,0,0,1,2,0
171,2,0,0,1,2,0
190,6,0,0,1,1,0
177,3,1,175,1,3,1
175,5,1,0,1,1,0
187,3,1,0,1,3,0
188,5,1,0,1,1,0
177,2,1,0,1,2,1
175,3,0,0,1,2,1
174,2,0,58,1,1,1
165,4,0,0,1,1,0
92,1,1,0,1,3,0
187,3,0,0,1,3,0
4,5,0,134,2,3,1
18,2,1,141,2,2,1
191,6,0,134,2,7,1
199,1,1,134,2,3,1
174,4,1,0,1,2,0
166,1,0,58,1,3,1
166,6,1,0,1,1,0
178,2,1,0,1,2,0
166,6,1,0,1,1,1
185,3,1,0,1,3,0
177,3,1,0,1,3,0
193,5,1,0,1,1,0
182,1,0,0,1,1,0
165,4,0,0,1,1,0
165,5,0,0,1,1,0
165,6,0,0,1,1,0
